"Property Name",,"pt-BR","Node Path","Description"
"Caption","Visibility","Visibilidade","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Visibility",
"Caption","Enabled","Habilitado","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Enabled",
"Caption","IDCState Machine","IDCState Machine","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine",
"Caption","Name","Nome","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Name",
"Caption","Active","Ativo","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Active",
"Caption","Expand Actions In Detail View","Mostrar Ações na Visão Detalhada","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Target Object Type","Tipo Objeto Destino","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Nome da Propriedade Estado","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Estado Inicial","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StartState",
"Caption","States","Estados","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\States",
"Caption","IDCTransition","IDCTransition","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition",
"Caption","Caption","Título","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\Caption",
"Caption","Source State","Estado Origem","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\SourceState",
"Caption","Target State","Estado Destino","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\TargetState",
"Caption","Marker Object","Objeto Marcador","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject",
"Caption","Marker","Marcador","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\Marker",
"Caption","Display Name","Nome para Exibição","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\DisplayName",
"Caption","State Machine Object Base","Objeto Base da Máquina de Estados","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.StateMachineObjectBase",
"Caption","State","Estado","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState",
"Caption","Caption","Título","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Caption",
"Caption","State Machine","Máquina de Estados","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\StateMachine",
"Caption","Marker","Marcador","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Marker",
"Caption","Target Object Criteria","Critério Objeto Destino","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\TargetObjectCriteria",
"Caption","Transitions","Transições","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Transitions",
"Caption","Appearance","Aparência","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Appearance",
"Caption","Appearance","Aparência","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance",
"Caption","Appearance Item Type","Tipo de Aparência do Item","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Context","Contexto","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Context",
"Caption","Target Items","Item Destino","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\TargetItems",
"Caption","Priority","Prioridade","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Priority",
"Caption","Font Color","Cor da Fonte","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Cor de fundo","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\BackColor",
"Caption","Font Style","Estilo da Fonte","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontStyle",
"Caption","Enabled","Habilitado","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Enabled",
"Caption","Visibility","Visibilidade","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Visibility",
"Caption","State Machine","Máquina de Estados","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine",
"Caption","Name","Nome","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Name",
"Caption","Active","Ativo","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Active",
"Caption","Target Object Type","Tipo Objeto Destino","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Nome da Propriedade Estado","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Estado Inicial","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StartState",
"Caption","States","Estados","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\States",
"Caption","Expand Actions In Detail View","Mostrar Ações na Visão Detalhada","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Transition","Transição","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition",
"Caption","Caption","Título","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Caption",
"Caption","Source State","Estado Origem","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SourceState",
"Caption","Target State","Estado Destino","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\TargetState",
"Caption","Index","Index","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Index",
"Caption","Save And Close View","Save And Close View","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SaveAndCloseView",
"Caption","String Object","String Object","BOModel\DevExpress.ExpressApp.Utils.StringObject",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Utils.StringObject\OwnMembers\Name",
"Value","Font Style","Estilo da Fonte","Localization\Enums\System.Drawing.FontStyle",
"Value","Bold","Negrito","Localization\Enums\System.Drawing.FontStyle\Bold",
"Value","Italic","Itálico","Localization\Enums\System.Drawing.FontStyle\Italic",
"Value","Regular","Regular","Localization\Enums\System.Drawing.FontStyle\Regular",
"Value","Strikeout","Tachado","Localization\Enums\System.Drawing.FontStyle\Strikeout",
"Value","Underline","Sublinhado","Localization\Enums\System.Drawing.FontStyle\Underline",
"Value","To go to the '{StateCaption}' state, the '{TargetObject}' must satisfy the following criteria: {Criteria}","To go to the '{StateCaption}' state, the '{TargetObject}' must satisfy the following criteria: {Criteria}","Localization\StateMachine\TransitionValidationMessage",
"Caption","State Machine","State Machine","NavigationItems\Items\State Machine",
"MessageTemplateMustBeReferenced","If you want to delete this State, you must be sure it is not referenced in any Transition as TargetState.","Se você deseja excluir este Estado, você deve ter certeza que ele não é referenciado em nenhuma Transição como TargetState.","Validation\Rules\StateIsReferencedDc",
"MessageTemplateMustBeReferenced","If you want to delete this State, you must be sure it is not referenced in any Transition as TargetState.","Se você deseja excluir este Estado, você deve ter certeza que ele não é referenciado em nenhuma Transição como TargetState.","Validation\Rules\StateIsReferencedXpo",
"Caption","IDCState Appearance","IDCState Appearance","Views\IDCStateAppearance_DetailView\Layout\Main\SimpleEditors\IDCStateAppearance",
"Caption","IDCState Machine","IDCState Machine","Views\IDCStateMachine_DetailView\Layout\Main\SimpleEditors\IDCStateMachine",
"Caption","Activate","Ativar","ActionDesign\Actions\Activate",
"Caption","Deactivate","Desativar","ActionDesign\Actions\Deactivate",
"Caption","Show Workflow Instances","Mostrar as Instâncias de Workflow","ActionDesign\Actions\ShowWorkflowInstances",
"Caption","Cancel","Cancelar","ActionDesign\Actions\CancelWorkflowInstance",
"ConfirmationMessage","You are about to cancel the selected item(s). Do you want to proceed?","Você está prestes a cancelar o(s) item(s) selecionado(s). Deseja continuar?","ActionDesign\Actions\CancelWorkflowInstance",
"Caption","Terminate","Terminar","ActionDesign\Actions\TerminateWorkflowInstance",
"ConfirmationMessage","You are about to terminate the selected item(s). Do you want to proceed?","Você está prestes a terminar o(s) item(s) selecionado(s). Deseja continuar?","ActionDesign\Actions\TerminateWorkflowInstance",
"Caption","Suspend","Suspenso","ActionDesign\Actions\SuspendWorkflowInstance",
"ConfirmationMessage","You are about to suspend the selected item(s). Do you want to proceed?","Você está prestes a suspender o(s) item(s) selecionado(s). Deseja continuar?","ActionDesign\Actions\SuspendWorkflowInstance",
"Caption","Resume","Reiniciar","ActionDesign\Actions\ResumeWorkflowInstance",
"ConfirmationMessage","You are about to resume the selected item(s). Do you want to proceed?","Você está prestes a reiniciar o(s) item(s) selecionado(s). Deseja continuar?","ActionDesign\Actions\ResumeWorkflowInstance",
"Caption","IUser Activity Version","IUser Versão da Atividade","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion",
"Caption","Workflow Unique Id","Id Única do Workflow","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion\OwnMembers\WorkflowUniqueId",
"Caption","Version","Versão","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion\OwnMembers\Version",
"Caption","Xpo User Activity Version","Versão da Atividade do Usuário Xpo","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion",
"Caption","Workflow Unique Id","Id Única do Workflow","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion\OwnMembers\WorkflowUniqueId",
"Caption","Version","Versão","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion\OwnMembers\Version",
"Caption","WFBase Object","Objeto WFBase","BOModel\DevExpress.ExpressApp.Workflow.Xpo.WFBaseObject",
"Caption","Running Workflow Instance Info","Informações da Instância de Workflow em Execução","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo",
"Caption","Workflow Name","Nome do Workflow","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\WorkflowName",
"Caption","Workflow Unique Id","Id Única do Workflow","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\WorkflowUniqueId",
"Caption","Target Object Handle","Critério Objeto Destino","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\TargetObjectHandle",
"Caption","Activity Instance Id","Activity Instance Id","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\ActivityInstanceId",
"Caption","State","Estado","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\State",
"Caption","Tracking Records","Rastreamento de Registros","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\TrackingRecords",
"Caption","Tracking Record Visualization Info","Visualização das Informações do Rastreamento de Registro","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\TrackingRecordVisualizationInfo",
"Caption","Xpo Start Workflow Request","Xpo Start Workflow Request","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoStartWorkflowRequest",
"Caption","Target Workflow Unique Id","Target Workflow Unique Id","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoStartWorkflowRequest\OwnMembers\TargetWorkflowUniqueId",
"Caption","Target Object Key","Chave Objeto Destino","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoStartWorkflowRequest\OwnMembers\TargetObjectKey",
"Caption","Workflow Definition","Definição do Workflow","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition",
"Caption","Name","Nome","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\Name",
"Caption","Target Object Type","Tipo Objeto Destino","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","Critério","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\Criteria",
"Caption","Is Active","Ativo","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\IsActive",
"Caption","Auto Start When Object Is Created","Iniciar automaticamente quando o objeto for criado","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\AutoStartWhenObjectIsCreated",
"Caption","Auto Start When Object Fits Criteria","Iniciar automaticamente quando o objeto atender ao critério","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\AutoStartWhenObjectFitsCriteria",
"Caption","Xpo Workflow Instance Control Command Request","Xpo Workflow Instance Control Command Request","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest",
"Caption","Target Workflow Unique Id","Id Única Workflow Destino","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\TargetWorkflowUniqueId",
"Caption","Target Activity Instance Id","Id da Instancia da Atividade Destino","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\TargetActivityInstanceId",
"Caption","Command","Comando","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\Command",
"Caption","Created On","Criado em","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\CreatedOn",
"Caption","Result","Resultado","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\Result",
"Caption","Xpo Instance Key","Xpo Instance Key","BOModel\DevExpress.Workflow.Xpo.XpoInstanceKey",
"Caption","Key Id","Key Id","BOModel\DevExpress.Workflow.Xpo.XpoInstanceKey\OwnMembers\KeyId",
"Caption","Instance Id","Instance Id","BOModel\DevExpress.Workflow.Xpo.XpoInstanceKey\OwnMembers\InstanceId",
"Caption","Xpo Tracking Record","Registro de Rastreamento Xpo","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord",
"Caption","Instance Id","Id Instância","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord\OwnMembers\InstanceId",
"Caption","Date Time","Data Hora","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord\OwnMembers\DateTime",
"Caption","Data","Dados","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord\OwnMembers\Data",
"Caption","Activity Id","Id Atividade","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord\OwnMembers\ActivityId",
"Caption","Xpo Workflow Instance","Xpo Workflow Instance","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance",
"Caption","Owner","Owner","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance\OwnMembers\Owner",
"Caption","Instance Id","Id Instância","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance\OwnMembers\InstanceId",
"Caption","Status","Status","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance\OwnMembers\Status",
"Caption","Expiration Date Time","Data Hora Vencimento","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance\OwnMembers\ExpirationDateTime",
"Value","Workflow Control Command","Comando de Controle do Workflow","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand",
"Value","Cancel","Cancelar","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand\Cancel",
"Value","Resume","Reiniciar","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand\Resume",
"Value","Suspend","Suspenso","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand\Suspend",
"Value","Terminate","Terminar","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand\Terminate",
"Value","Activity Instance State","Estado da Instância da Atividade","Localization\Enums\System.Activities.ActivityInstanceState",
